,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
237Np,93,144,237,2144000,y,symmetric,100.0,symmetric,2144000.0,y,4957.273,keV
236Np,93,143,236,155000,y,symmetric,0.16,symmetric,96875000.0,y,5006.629,keV
235Np,93,142,235,396.1,d,symmetric,0.0026,symmetric,15234615.384615386,d,5193.7905,keV
234Np,93,141,234,4.4,d,symmetric,,,,,5356.3467,keV
233Np,93,140,233,36.2,m,symmetric,0.0007,limit,5171428.571428572,m,5626.7668,keV
224Pu,94,130,224,,,,,,,,9842.0,keV
226Pu,94,132,226,,,,,,,,8932.0,keV
225Pu,94,131,225,,,,,,,,9355.0,keV
221Pu,94,127,221,,,,,,,,10534.0,keV
223Pu,94,129,223,,,,,,,,10400.0,keV
222Pu,94,128,222,,,,,,,,10740.0,keV
246Pu,94,152,246,10.84,d,symmetric,,,,,4350.0,keV
245Pu,94,151,245,10.54,h,symmetric,,,,,4556.0,keV
247Pu,94,153,247,2.27,d,symmetric,,,,,4305.0,keV
244Pu,94,150,244,81300000,y,symmetric,99.877,symmetric,81400122.1502448,y,4665.6077,keV
243Pu,94,149,243,4.955,h,symmetric,,,,,4756.9774,keV
242Pu,94,148,242,375000,y,symmetric,100.0,unreported,375000.0,y,4984.2282,keV
239Pu,94,145,239,24109,y,symmetric,100.0,symmetric,24109.0,y,5244.5216,keV
238Pu,94,144,238,87.7,y,symmetric,100.0,symmetric,87.7,y,5593.2729,keV
241Pu,94,147,241,14.329,y,symmetric,0.00245,symmetric,584857.142857143,y,5140.0664,keV
240Pu,94,146,240,6562.2,y,symmetric,100.0,symmetric,6562.2,y,5255.8215,keV
235Pu,94,141,235,25.3,m,symmetric,0.0028,symmetric,903571.4285714286,m,5951.4789,keV
234Pu,94,140,234,8.8,h,symmetric,6.0,approximation,146.66666666666669,h,6310.0537,keV
237Pu,94,143,237,45.64,d,symmetric,0.0032,symmetric,1426250.0,d,5747.6353,keV
236Pu,94,142,236,2.858,y,symmetric,100.0,symmetric,2.858,y,5867.1471,keV
232Pu,94,138,232,33.1,m,symmetric,11.0,symmetric,300.90909090909093,m,6715.998,keV
231Pu,94,137,231,8.6,m,symmetric,10.0,asymmetric,85.99999999999999,m,6838.6275,keV
233Pu,94,139,233,20.9,m,symmetric,0.12,symmetric,17416.666666666668,m,6416.2999,keV
228Pu,94,134,228,1.1,s,asymmetric,100.0,unreported,1.1,s,7940.2027,keV
227Pu,94,133,227,,,,,,,,8300.0,keV
230Pu,94,136,230,107,s,symmetric,100.0,symmetric,107.0,s,7178.4564,keV
229Pu,94,135,229,83,s,asymmetric,50.0,symmetric,166.0,s,7598.0069,keV
230Am,95,135,230,36,s,asymmetric,,,,,7630.0,keV
229Am,95,134,229,0.9,s,asymmetric,100.0,approximation,0.9,s,8137.3999,keV
228Am,95,133,228,,,,,,,,8392.0,keV
227Am,95,132,227,,,,,,,,9096.0,keV
234Am,95,139,234,2.32,m,symmetric,0.04,limit,5799.999999999999,m,6800.0,keV
233Am,95,138,233,3.2,m,symmetric,4.5,symmetric,71.11111111111111,m,7059.0,keV
232Am,95,137,232,1.31,m,symmetric,,,,,7170.0,keV
231Am,95,136,231,,,,,,,,7406.0,keV
237Am,95,142,237,73,m,symmetric,0.025,symmetric,292000.0,m,6196.0,keV
236Am,95,141,236,3.6,m,symmetric,0.004,limit,90000.0,m,6256.1999,keV
235Am,95,140,235,10.3,m,symmetric,0.4,symmetric,2575.0,m,6575.9999,keV
241Am,95,146,241,432.6,y,symmetric,100.0,unreported,432.6,y,5637.8203,keV
240Am,95,145,240,50.9,h,symmetric,0.00019,approximation,26789473.684210524,h,5707.1,keV
239Am,95,144,239,11.9,h,symmetric,0.01,symmetric,119000.0,h,5922.3999,keV
238Am,95,143,238,97.4,m,symmetric,0.0001,symmetric,97400000.00000001,m,6041.6999,keV
244Am,95,149,244,10.02,h,symmetric,,,,,5137.9904,keV
243Am,95,148,243,7345,y,symmetric,100.0,unreported,7345.0,y,5439.0849,keV
242Am,95,147,242,16.02,h,symmetric,,,,,5588.5003,keV
248Am,95,153,248,,,,,,,,4898.0,keV
247Am,95,152,247,23,m,symmetric,,,,,4922.0,keV
246Am,95,151,246,39,m,symmetric,,,,,5152.0,keV
245Am,95,150,245,2.047,h,asymmetric,,,,,5160.3857,keV
223Am,95,128,223,5.2,ms,asymmetric,100.0,approximation,5.2,ms,10838.0,keV
224Am,95,129,224,,,,,,,,10361.0,keV
226Am,95,131,226,,,,,,,,9270.0,keV
225Am,95,130,225,,,,,,,,10055.0,keV
249Am,95,154,249,,,,,,,,4829.0,keV
237Cm,96,141,237,,,,,,,,6770.3999,keV
236Cm,96,140,236,6.8,m,symmetric,18.0,symmetric,37.77777777777778,m,7066.9897,keV
232Cm,96,136,232,,,,,,,,7800.0,keV
231Cm,96,135,231,,,,,,,,8075.0,keV
234Cm,96,138,234,50,s,asymmetric,27.0,approximation,185.18518518518516,s,7365.3254,keV
233Cm,96,137,233,23,s,asymmetric,20.0,symmetric,115.0,s,7473.4999,keV
235Cm,96,139,235,300,s,asymmetric,1.0,asymmetric,30000.0,s,7280.0,keV
246Cm,96,150,246,4757,y,symmetric,99.97385,symmetric,4758.24428087945,y,5475.1197,keV
248Cm,96,152,248,348471,y,symmetric,91.61,symmetric,380385.32911254227,y,5161.8109,keV
247Cm,96,151,247,15600000,y,symmetric,100.0,unreported,15600000.0,y,5353.6281,keV
239Cm,96,143,239,2.5,h,symmetric,0.001,limit,249999.99999999997,h,6539.6999,keV
238Cm,96,142,238,2.2,h,symmetric,3.84,symmetric,57.29166666666668,h,6670.301,keV
241Cm,96,145,241,32.8,d,symmetric,1.0,symmetric,3279.9999999999995,d,6185.1919,keV
240Cm,96,144,240,30.4,d,symmetric,99.5,limit,30.552763819095475,d,6397.7981,keV
243Cm,96,147,243,29.18,y,symmetric,99.71,symmetric,29.264868117540868,y,6168.7999,keV
242Cm,96,146,242,162.88,d,symmetric,100.0,symmetric,162.88,d,6215.6349,keV
245Cm,96,149,245,8245,y,symmetric,100.0,symmetric,8245.0,y,5624.4928,keV
244Cm,96,148,244,18.112,y,symmetric,100.0,approximation,18.112,y,5901.5999,keV
250Cm,96,154,250,8300,y,approximation,,,,,5169.8993,keV
249Cm,96,153,249,64.15,m,symmetric,,,,,5147.6071,keV
252Cm,96,156,252,,,,,,,,,
251Cm,96,155,251,16.8,m,symmetric,,,,,5013.0,keV
238Bk,97,141,238,144,s,symmetric,,,,,7330.0,keV
239Bk,97,142,239,,,,1.0,limit,,,7200.0,keV
240Bk,97,143,240,4.8,m,symmetric,,,,,7199.0,keV
241Bk,97,144,241,4.6,m,symmetric,,,,,6986.0,keV
242Bk,97,145,242,7,m,symmetric,1.0,limit,700.0,m,6906.0,keV
243Bk,97,146,243,4.6,h,symmetric,0.15,approximation,3066.6666666666665,h,6874.3533,keV
244Bk,97,147,244,5.02,h,symmetric,0.006,symmetric,83666.66666666666,h,6778.7999,keV
245Bk,97,148,245,4.96,d,symmetric,0.12,symmetric,4133.333333333334,d,6454.5246,keV
246Bk,97,149,246,1.8,d,symmetric,,,,,6073.9824,keV
247Bk,97,150,247,1380,y,symmetric,100.0,approximation,1380.0,y,5889.5999,keV
248Bk,97,151,248,9,y,limit,,,,,5827.0015,keV
233Bk,97,136,233,21,s,asymmetric,0.0,limit,,,8166.0,keV
234Bk,97,137,234,19,s,asymmetric,80.0,limit,23.75,s,8098.5999,keV
235Bk,97,138,235,,,,,,,,7935.0,keV
236Bk,97,139,236,22,s,asymmetric,17.0,approximation,129.41176470588235,s,7697.0,keV
237Bk,97,140,237,,,,,,,,7500.0,keV
249Bk,97,152,249,327.2,d,symmetric,0.00137,symmetric,23883211.678832117,d,5520.9999,keV
250Bk,97,153,250,3.212,h,symmetric,,,,,5533.0,keV
251Bk,97,154,251,56,m,symmetric,,,,,5650.0,keV
252Bk,97,155,252,1.8,m,symmetric,,,,,5547.0,keV
253Bk,97,156,253,10,m,limit,,,,,5400.0,keV
254Bk,97,157,254,,,,,,,,,
246Cf,98,148,246,35.7,h,symmetric,99.9946,symmetric,35.701927904106824,h,6861.6127,keV
247Cf,98,149,247,3.11,h,symmetric,0.035,symmetric,8885.714285714284,h,6502.5408,keV
244Cf,98,146,244,19.4,m,symmetric,75.0,symmetric,25.866666666666664,m,7328.9581,keV
245Cf,98,147,245,45,m,symmetric,35.3,symmetric,127.4787535410765,m,7258.4655,keV
242Cf,98,144,242,3.49,m,symmetric,61.0,symmetric,5.721311475409837,m,7516.8626,keV
243Cf,98,145,243,10.6,m,symmetric,14.0,approximation,75.71428571428571,m,7418.0,keV
240Cf,98,142,240,41.2,s,symmetric,98.5,symmetric,41.82741116751269,s,7710.9834,keV
241Cf,98,143,241,3.78,m,symmetric,15.0,symmetric,25.2,m,7655.0,keV
238Cf,98,140,238,21.1,ms,symmetric,5.0,limit,422.0,ms,8130.0,keV
239Cf,98,141,239,28,s,symmetric,65.0,symmetric,43.07692307692307,s,7763.4507,keV
248Cf,98,150,248,333.5,d,symmetric,99.9971,symmetric,333.5096717804816,d,6361.1999,keV
237Cf,98,139,237,0.8,s,symmetric,70.0,symmetric,1.142857142857143,s,8219.9999,keV
255Cf,98,157,255,85,m,symmetric,,,,,5736.0,keV
256Cf,98,158,256,12.3,m,symmetric,,,,,5560.0,keV
253Cf,98,155,253,17.78,d,symmetric,0.31,symmetric,5735.483870967742,d,6125.9499,keV
254Cf,98,156,254,60.5,d,symmetric,0.31,symmetric,19516.129032258064,d,5926.8918,keV
251Cf,98,153,251,898,y,symmetric,100.0,approximation,898.0,y,6176.9599,keV
252Cf,98,154,252,2.647,y,symmetric,96.898,symmetric,2.7317385291750087,y,6216.9469,keV
249Cf,98,151,249,350.7,y,symmetric,100.0,symmetric,350.7,y,6293.2928,keV
250Cf,98,152,250,13.08,y,symmetric,99.923,symmetric,13.090079361108053,y,6128.5082,keV
246Es,99,147,246,7.5,m,symmetric,9.9,symmetric,75.75757575757575,m,7642.0,keV
247Es,99,148,247,4.55,m,symmetric,7.0,approximation,64.99999999999999,m,7463.8478,keV
248Es,99,149,248,24,m,symmetric,0.3,approximation,8000.0,m,7160.0,keV
242Es,99,143,242,17.8,s,symmetric,57.0,symmetric,31.2280701754386,s,8160.1152,keV
243Es,99,144,243,22,s,symmetric,61.0,symmetric,36.0655737704918,s,8072.1077,keV
244Es,99,145,244,37,s,symmetric,4.0,asymmetric,925.0,s,7936.0,keV
245Es,99,146,245,1.12,m,asymmetric,54.0,symmetric,2.074074074074074,m,7909.3581,keV
239Es,99,140,239,,,,,,,,8435.0,keV
240Es,99,141,240,6.7,s,symmetric,70.0,symmetric,9.571428571428573,s,8258.7789,keV
241Es,99,142,241,4.3,s,asymmetric,,,,,8258.6223,keV
257Es,99,158,257,7.7,d,symmetric,,,,,6050.0,keV
258Es,99,159,258,,,,,,,,5884.0,keV
253Es,99,154,253,20.466,d,symmetric,100.0,symmetric,20.466,d,6739.2376,keV
254Es,99,155,254,275.7,d,symmetric,100.0,approximation,275.7,d,6617.2299,keV
255Es,99,156,255,39.8,d,symmetric,8.0,symmetric,497.49999999999994,d,6436.3399,keV
256Es,99,157,256,25.4,m,symmetric,,,,,6225.0,keV
249Es,99,150,249,102.2,m,symmetric,0.57,symmetric,17929.82456140351,m,6936.0,keV
250Es,99,151,250,8.5,h,symmetric,3.0,limit,283.33333333333337,h,6834.0,keV
251Es,99,152,251,33,h,symmetric,0.5,symmetric,6600.0,h,6597.11,keV
252Es,99,153,252,471.7,d,symmetric,78.0,symmetric,604.7435897435897,d,6738.642,keV
241Fm,100,141,241,0.73,ms,symmetric,14.0,limit,5.2142857142857135,ms,8857.0,keV
245Fm,100,145,245,5.4,s,symmetric,88.5,asymmetric,6.101694915254238,s,8440.0,keV
244Fm,100,144,244,3.12,ms,symmetric,1.0,limit,312.0,ms,8550.0,keV
243Fm,100,143,243,231,ms,symmetric,91.0,symmetric,253.84615384615384,ms,8689.1999,keV
242Fm,100,142,242,0.8,ms,symmetric,,,,,8697.0,keV
249Fm,100,149,249,1.6,m,symmetric,15.6,symmetric,10.256410256410257,m,7709.0754,keV
248Fm,100,148,248,34.5,s,symmetric,99.9,approximation,34.53453453453453,s,7994.7808,keV
247Fm,100,147,247,31,s,symmetric,64.0,unreported,48.4375,s,8257.6677,keV
246Fm,100,146,246,1.53,s,symmetric,93.6,symmetric,1.6346153846153848,s,8379.289,keV
260Fm,100,160,260,,,,,,,,6300.0,keV
252Fm,100,152,252,25.38,h,symmetric,99.9977,symmetric,25.38058375342633,h,7153.7437,keV
251Fm,100,151,251,5.3,h,symmetric,1.8,symmetric,294.4444444444444,h,7424.4999,keV
250Fm,100,150,250,30.9,m,symmetric,100.0,approximation,30.9,m,7557.0492,keV
256Fm,100,156,256,157.1,m,symmetric,8.1,symmetric,1939.506172839506,m,7025.2702,keV
255Fm,100,155,255,20.07,h,symmetric,100.0,approximation,20.07,h,7240.5682,keV
254Fm,100,154,254,3.24,h,symmetric,99.9408,symmetric,3.2419192161759764,h,7307.2696,keV
253Fm,100,153,253,3,d,symmetric,12.0,symmetric,25.0,d,7197.8999,keV
259Fm,100,159,259,1.5,s,symmetric,,,,,6470.0,keV
258Fm,100,158,258,370,us,symmetric,,,,,6660.0,keV
257Fm,100,157,257,100.5,d,symmetric,99.79,symmetric,100.71149413768914,d,6863.6599,keV
252Md,101,151,252,2.3,m,symmetric,,,,,7743.0,keV
251Md,101,150,251,4.27,m,symmetric,10.0,symmetric,42.699999999999996,m,7963.4399,keV
254Md,101,153,254,10,m,symmetric,,,,,7802.0,keV
253Md,101,152,253,6.45,m,asymmetric,0.7,approximation,921.4285714285716,m,7573.0769,keV
256Md,101,155,256,77.7,m,symmetric,9.5,symmetric,817.8947368421053,m,7737.0,keV
255Md,101,154,255,27,m,symmetric,7.0,symmetric,385.71428571428567,m,7905.606,keV
258Md,101,157,258,51.52,d,symmetric,100.0,approximation,51.52,d,7271.2827,keV
257Md,101,156,257,5.52,h,symmetric,15.0,symmetric,36.8,h,7557.0699,keV
260Md,101,159,260,31.8,d,symmetric,25.0,limit,127.2,d,6940.0,keV
259Md,101,158,259,1.61,h,symmetric,1.3,limit,123.84615384615384,h,7050.0,keV
261Md,101,160,261,,,,,,,,6750.0,keV
262Md,101,161,262,,,,,,,,6540.0,keV
245Md,101,144,245,0.33,s,asymmetric,100.0,approximation,0.33,s,9006.0,keV
244Md,101,143,244,0.39,s,asymmetric,100.0,approximation,0.39,s,8946.9999,keV
247Md,101,146,247,1.2,s,symmetric,99.14,symmetric,1.2104095218882387,s,8764.3999,keV
246Md,101,145,246,0.9,s,symmetric,100.0,symmetric,0.9,s,8888.7896,keV
249Md,101,148,249,25.6,s,symmetric,75.0,symmetric,34.13333333333333,s,8441.0,keV
248Md,101,147,248,7,s,symmetric,20.0,symmetric,35.0,s,8497.2929,keV
250Md,101,149,250,53.4,s,symmetric,7.0,symmetric,762.8571428571428,s,8155.4227,keV
261No,102,159,261,,,,,,,,7440.0,keV
260No,102,158,260,107,ms,symmetric,,,,,7700.0,keV
259No,102,157,259,58,m,symmetric,75.0,symmetric,77.33333333333333,m,7853.9999,keV
258No,102,156,258,1.23,ms,asymmetric,,,,,8150.0,keV
257No,102,155,257,24.5,s,symmetric,85.0,symmetric,28.823529411764707,s,8476.5999,keV
256No,102,154,256,2.93,s,symmetric,99.47,symmetric,2.9456117422338393,s,8581.5194,keV
255No,102,153,255,3.52,m,symmetric,30.0,symmetric,11.733333333333334,m,8428.2098,keV
254No,102,152,254,51.2,s,symmetric,90.0,symmetric,56.88888888888889,s,8226.2032,keV
253No,102,151,253,1.61,m,asymmetric,55.0,symmetric,2.9272727272727272,m,8414.6374,keV
252No,102,150,252,2.45,s,symmetric,65.3,symmetric,3.751914241960184,s,8548.6616,keV
264No,102,162,264,,,,,,,,6820.0,keV
263No,102,161,263,,,,,,,,7000.0,keV
262No,102,160,262,5,ms,approximation,,,,,7250.0,keV
251No,102,149,251,0.8,s,symmetric,90.0,symmetric,0.888888888888889,s,8751.714,keV
250No,102,148,250,4.6,us,symmetric,,,,,8950.0,keV
249No,102,147,249,37.8,ms,symmetric,100.0,approximation,37.8,ms,9170.0,keV
248No,102,146,248,,,,,,,,9300.0,keV
262Lr,103,159,262,4,h,approximation,,,,,7990.0,keV
261Lr,103,158,261,42,m,asymmetric,,,,,8140.0,keV
258Lr,103,155,258,3.86,s,asymmetric,97.4,symmetric,3.963039014373716,s,8904.4827,keV
257Lr,103,154,257,5.9,s,symmetric,100.0,approximation,5.9,s,9067.744,keV
260Lr,103,157,260,3,m,symmetric,60.0,limit,5.0,m,8396.0,keV
259Lr,103,156,259,6.22,s,asymmetric,78.0,symmetric,7.974358974358974,s,8584.0,keV
254Lr,103,151,254,11.9,s,symmetric,71.7,symmetric,16.596931659693166,s,8821.8308,keV
253Lr,103,150,253,0.65,s,symmetric,99.0,approximation,0.6565656565656566,s,8917.6035,keV
256Lr,103,153,256,27.9,s,symmetric,85.0,approximation,32.8235294117647,s,8854.5692,keV
255Lr,103,152,255,31.1,s,symmetric,99.7,symmetric,31.193580742226683,s,8555.6408,keV
265Lr,103,162,265,,,,,,,,7230.0,keV
264Lr,103,161,264,4.9,h,asymmetric,,,,,7400.0,keV
266Lr,103,163,266,11,h,asymmetric,,,,,7570.0,keV
263Lr,103,160,263,,,,,,,,7680.0,keV
251Lr,103,148,251,24.4,ms,asymmetric,100.0,approximation,24.4,ms,9469.0,keV
252Lr,103,149,252,0.35,s,asymmetric,0.0,limit,,,9164.3375,keV
268Rf,104,164,268,,,,,,,,8040.0,keV
267Rf,104,163,267,1.3,h,asymmetric,,,,,7890.0,keV
266Rf,104,162,266,,,,,,,,7610.0,keV
265Rf,104,161,265,1,m,asymmetric,,,,,7810.0,keV
264Rf,104,160,264,,,,,,,,8040.0,keV
260Rf,104,156,260,21.7,ms,symmetric,35.0,limit,62.0,ms,8900.0,keV
259Rf,104,155,259,2.5,s,asymmetric,85.0,symmetric,2.9411764705882355,s,9130.0,keV
258Rf,104,154,258,9.81,ms,symmetric,4.9,symmetric,200.20408163265307,ms,9196.1101,keV
257Rf,104,153,257,4.5,s,symmetric,89.3,symmetric,5.039193729003359,s,9082.7769,keV
263Rf,104,159,263,13.63,m,asymmetric,,,,,8252.0,keV
262Rf,104,158,262,47,ms,symmetric,,,,,8490.0,keV
261Rf,104,157,261,70,s,symmetric,100.0,unreported,70.0,s,8646.2528,keV
256Rf,104,152,256,6.76,ms,symmetric,0.31,symmetric,2180.6451612903224,ms,8925.7062,keV
255Rf,104,151,255,1.67,s,symmetric,49.0,symmetric,3.4081632653061225,s,9055.4615,keV
254Rf,104,150,254,22.8,us,symmetric,1.5,limit,1520.0,us,9210.0,keV
253Rf,104,149,253,10.3,ms,symmetric,13.0,approximation,79.23076923076924,ms,9430.0,keV
269Db,105,164,269,,,,,,,,8490.0,keV
268Db,105,163,268,26.4,h,symmetric,55.0,asymmetric,47.99999999999999,h,8260.0,keV
270Db,105,165,270,15,h,asymmetric,,,,,8310.0,keV
265Db,105,160,265,,,,,,,,8400.0,keV
267Db,105,162,267,79,m,asymmetric,,,,,7920.0,keV
266Db,105,161,266,0.4,h,asymmetric,,,,,8210.0,keV
258Db,105,153,258,2.08,s,symmetric,64.0,symmetric,3.25,s,9436.8999,keV
257Db,105,152,257,2.3,s,symmetric,94.0,limit,2.4468085106382977,s,9205.8985,keV
260Db,105,155,260,1.51,s,symmetric,90.0,symmetric,1.6777777777777778,s,9501.0,keV
259Db,105,154,259,0.51,s,symmetric,100.0,symmetric,0.51,s,9618.7999,keV
262Db,105,157,262,34.4,s,asymmetric,46.0,symmetric,74.78260869565217,s,9046.0,keV
261Db,105,156,261,4.1,s,asymmetric,27.0,symmetric,15.185185185185183,s,9218.0,keV
264Db,105,159,264,,,,,,,,8560.0,keV
263Db,105,158,263,27,s,asymmetric,42.0,symmetric,64.28571428571429,s,8834.0,keV
256Db,105,151,256,1.9,s,asymmetric,70.0,symmetric,2.7142857142857144,s,9336.131,keV
255Db,105,150,255,54,ms,symmetric,,,,,9340.0,keV
264Sg,106,158,264,60,ms,asymmetric,20.0,limit,300.0,ms,9210.0,keV
263Sg,106,157,263,0.9,s,asymmetric,87.0,symmetric,1.0344827586206897,s,9403.263,keV
262Sg,106,156,262,11.4,ms,symmetric,6.0,symmetric,190.0,ms,9599.8187,keV
261Sg,106,155,261,183,ms,symmetric,98.1,symmetric,186.54434250764527,ms,9713.6999,keV
260Sg,106,154,260,4.83,ms,symmetric,71.0,symmetric,6.802816901408451,ms,9900.5871,keV
259Sg,106,153,259,0.4,s,symmetric,97.0,symmetric,0.4123711340206186,s,9765.0775,keV
258Sg,106,152,258,2.7,ms,asymmetric,20.0,limit,13.5,ms,9670.0,keV
265Sg,106,159,265,16,s,asymmetric,50.0,limit,32.0,s,9051.0,keV
267Sg,106,161,267,1.4,m,asymmetric,17.0,approximation,8.235294117647058,m,8625.0,keV
266Sg,106,160,266,0.34,s,asymmetric,,,,,8800.0,keV
273Sg,106,167,273,,,,,,,,,
272Sg,106,166,272,,,,,,,,8620.0,keV
271Sg,106,165,271,1.6,m,asymmetric,50.0,approximation,3.2,m,8748.0,keV
270Sg,106,164,270,,,,,,,,8870.0,keV
269Sg,106,163,269,2.13,m,asymmetric,100.0,approximation,2.13,m,8577.4408,keV
268Sg,106,162,268,,,,,,,,8300.0,keV
278Bh,107,171,278,19,m,asymmetric,50.0,limit,38.0,m,,
277Bh,107,170,277,,,,,,,,,
276Bh,107,169,276,,,,,,,,,
262Bh,107,155,262,88,ms,asymmetric,100.0,approximation,88.0,ms,10319.4999,keV
261Bh,107,154,261,11.7,ms,asymmetric,100.0,approximation,11.7,ms,10500.2083,keV
264Bh,107,157,264,0.99,s,asymmetric,85.0,approximation,1.1647058823529413,s,9860.0,keV
263Bh,107,156,263,,,,,,,,10080.0,keV
260Bh,107,153,260,35,ms,asymmetric,100.0,approximation,35.0,ms,10400.2999,keV
267Bh,107,160,267,16,s,asymmetric,100.0,approximation,16.0,s,9230.0,keV
273Bh,107,166,273,,,,,,,,9110.0,keV
272Bh,107,165,272,9.4,s,symmetric,100.0,approximation,9.4,s,9302.9999,keV
275Bh,107,168,275,,,,,,,,,
274Bh,107,167,274,44,s,asymmetric,100.0,approximation,44.0,s,8939.9999,keV
269Bh,107,162,269,,,,,,,,8670.0,keV
268Bh,107,161,268,,,,,,,,9020.0,keV
271Bh,107,164,271,1.5,s,asymmetric,100.0,approximation,1.5,s,9419.9999,keV
270Bh,107,163,270,1,m,asymmetric,100.0,approximation,1.0,m,9064.4999,keV
266Bh,107,159,266,10,s,asymmetric,100.0,approximation,10.0,s,9426.0,keV
265Bh,107,158,265,0.94,s,asymmetric,100.0,approximation,0.94,s,9662.0,keV
267Hs,108,159,267,53,ms,asymmetric,100.0,approximation,53.0,ms,10037.5052,keV
266Hs,108,158,266,2.97,ms,asymmetric,76.0,symmetric,3.9078947368421053,ms,10345.6864,keV
265Hs,108,157,265,1.9,ms,asymmetric,100.0,approximation,1.9,ms,10470.3244,keV
271Hs,108,163,271,,,,100.0,approximation,,,9460.0,keV
270Hs,108,162,270,7.6,s,asymmetric,50.0,limit,15.2,s,9069.8978,keV
269Hs,108,161,269,13,s,asymmetric,100.0,approximation,13.0,s,9274.0,keV
268Hs,108,160,268,0.4,s,asymmetric,100.0,approximation,0.4,s,9760.0,keV
275Hs,108,167,275,0.2,s,asymmetric,100.0,approximation,0.2,s,9449.9999,keV
274Hs,108,166,274,,,,,,,,9550.0,keV
273Hs,108,165,273,0.51,s,asymmetric,100.0,approximation,0.51,s,9649.9999,keV
272Hs,108,164,272,,,,,,,,9780.0,keV
264Hs,108,156,264,0.63,ms,asymmetric,80.0,asymmetric,0.7875,ms,10590.7541,keV
263Hs,108,155,263,0.74,ms,asymmetric,100.0,approximation,0.74,ms,10733.4999,keV
277Hs,108,169,277,3,ms,asymmetric,,,,,9030.0,keV
276Hs,108,168,276,,,,,,,,9240.0,keV
278Hs,108,170,278,,,,,,,,,
280Hs,108,172,280,,,,,,,,,
279Hs,108,171,279,,,,,,,,,
280Mt,109,171,280,,,,,,,,9135.0,keV
279Mt,109,170,279,,,,,,,,9380.0,keV
282Mt,109,173,282,,,,,,,,8660.0,keV
281Mt,109,172,281,,,,,,,,8875.0,keV
277Mt,109,168,277,3.9,ms,asymmetric,,,,,9900.0,keV
276Mt,109,167,276,0.62,s,symmetric,100.0,approximation,0.62,s,10099.9999,keV
278Mt,109,169,278,4.5,s,asymmetric,100.0,approximation,4.5,s,9579.9999,keV
269Mt,109,160,269,,,,,,,,10480.0,keV
271Mt,109,162,271,,,,,,,,9910.0,keV
270Mt,109,161,270,0.48,s,asymmetric,100.0,approximation,0.48,s,10180.0,keV
273Mt,109,164,273,,,,,,,,10880.0,keV
272Mt,109,163,272,,,,,,,,10350.0,keV
275Mt,109,166,275,20,ms,asymmetric,100.0,approximation,20.0,ms,10482.6999,keV
274Mt,109,165,274,0.44,s,asymmetric,100.0,approximation,0.44,s,10595.0,keV
266Mt,109,157,266,2.1,ms,symmetric,75.0,limit,2.8000000000000003,ms,10995.6467,keV
265Mt,109,156,265,,,,,,,,11120.0,keV
268Mt,109,159,268,21,ms,asymmetric,100.0,approximation,21.0,ms,10768.0,keV
267Mt,109,158,267,,,,,,,,10870.0,keV
267Ds,110,157,267,3,us,asymmetric,100.0,approximation,3.0,us,11776.7587,keV
269Ds,110,159,269,180,us,asymmetric,100.0,approximation,180.0,us,11509.5104,keV
268Ds,110,158,268,,,,,,,,11660.0,keV
281Ds,110,171,281,12,s,asymmetric,6.0,approximation,200.0,s,9473.0,keV
280Ds,110,170,280,0.36,ms,asymmetric,,,,,9710.0,keV
284Ds,110,174,284,,,,,,,,8615.0,keV
283Ds,110,173,283,,,,,,,,8905.0,keV
282Ds,110,172,282,1.1,m,asymmetric,100.0,approximation,1.1,m,9145.0,keV
270Ds,110,160,270,0.19,ms,asymmetric,100.0,approximation,0.19,ms,11116.9933,keV
278Ds,110,168,278,,,,,,,,10420.0,keV
277Ds,110,167,277,3.5,ms,asymmetric,100.0,approximation,3.5,ms,10900.0,keV
276Ds,110,166,276,,,,,,,,11110.0,keV
275Ds,110,165,275,,,,,,,,11550.0,keV
274Ds,110,164,274,,,,,,,,11660.0,keV
273Ds,110,163,273,190,us,asymmetric,100.0,approximation,190.0,us,11366.8999,keV
272Ds,110,162,272,,,,,,,,10690.0,keV
271Ds,110,161,271,1.6,ms,asymmetric,100.0,approximation,1.6,ms,10869.9743,keV
279Ds,110,169,279,216,ms,asymmetric,12.5,approximation,1728.0,ms,10107.0,keV
286Rg,111,175,286,,,,100.0,approximation,,,8630.0,keV
284Rg,111,173,284,,,,,,,,9035.0,keV
285Rg,111,174,285,,,,,,,,8905.0,keV
282Rg,111,171,282,100,s,asymmetric,100.0,approximation,100.0,s,9550.0,keV
283Rg,111,172,283,,,,,,,,9370.0,keV
281Rg,111,170,281,11,s,asymmetric,12.0,asymmetric,91.66666666666667,s,9900.0,keV
277Rg,111,166,277,,,,,,,,11200.0,keV
278Rg,111,167,278,4.2,ms,asymmetric,100.0,approximation,4.2,ms,10846.2999,keV
275Rg,111,164,275,,,,,,,,11870.0,keV
276Rg,111,165,276,,,,,,,,11480.0,keV
273Rg,111,162,273,,,,,,,,11160.0,keV
274Rg,111,163,274,12,ms,asymmetric,100.0,approximation,12.0,ms,11477.8999,keV
272Rg,111,161,272,3.8,ms,asymmetric,100.0,approximation,3.8,ms,11197.4272,keV
279Rg,111,168,279,90,ms,asymmetric,100.0,approximation,90.0,ms,10529.9999,keV
